WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,Estimates Start After
429,IRN,BCA,Islamic Republic of Iran,Current account balance,U.S. dollars,Billions,"Source: Central Bank. The accuracy of data before 1990, the time of the Iran-Iraq war, cannot be verified. Latest actual data: FY2021/22 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. BOP Manual used: Balance of Payments Manual, fifth edition (BPM5) Primary domestic currency: Iranian rial Data last updated: 09/2022",-3.555,-4.328,4.913,-0.44,-0.957,-0.936,-5.668,-2.699,-2.123,-2.972,-2.7,-11.2,-7.3,-4.2,5,3.358,5.232,2.213,-2.14,6.589,12.5,5.985,3.585,0.816,1.465,15.553,20.652,32.64,22.546,9.313,27.51,58.507,23.366,25.104,13.572,1.235,13.236,14.915,26.242,-1.651,-0.707,11.145,32.031,30.23,16.743,8.932,6.522,6.461,2022
429,IRN,BCA_NGDPD,Islamic Republic of Iran,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.709,-4.264,3.906,-0.28,-0.592,-0.519,-2.713,-0.974,-0.68,-0.783,-0.465,-3.683,-14.464,-6.517,6.264,2.922,3.311,1.202,-1.044,2.395,3.407,1.808,2.702,0.515,0.775,6.809,7.583,9.043,5.296,2.115,5.312,9.355,5.539,5.861,2.945,0.302,2.89,3.064,5.083,-0.253,-0.073,0.701,1.623,1.479,0.784,0.4,0.28,0.265,2022
433,IRQ,NGDP_R,Iraq,"Gross domestic product, constant prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: Other GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007. Base year rebased from 1988 to 2007 in end-2014. Chain-weighted: No Primary domestic currency: Iraqi dinar  Data last updated: 09/2022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"35,529.20","44,323.40","42,399.10","39,613.90","36,525.21","66,398.21","101,845.26","103,551.40","109,389.94","111,455.81","120,626.52","124,702.85","132,687.03","142,700.22","162,587.53","174,990.18","176,282.47","180,754.02","208,227.03","201,149.50","210,609.94","222,848.46","187,858.12","202,279.31","221,025.87","229,768.75","235,466.76","240,373.26","245,888.56","252,414.47",2021
433,IRQ,NGDP_RPCH,Iraq,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24.752,-4.341,-6.569,-7.797,81.787,53.386,1.675,5.638,1.889,8.228,3.379,6.403,7.546,13.936,7.628,0.738,2.537,15.199,-3.399,4.703,5.811,-15.701,7.677,9.268,3.956,2.48,2.084,2.294,2.654,2021
433,IRQ,NGDP,Iraq,"Gross domestic product, current prices",National currency,Billions,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: Other GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007. Base year rebased from 1988 to 2007 in end-2014. Chain-weighted: No Primary domestic currency: Iraqi dinar  Data last updated: 09/2022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"16,959.34","36,382.34","49,904.22","36,527.73","37,123.49","29,989.13","53,235.36","73,533.60","95,587.96","111,455.81","157,026.06","130,642.19","162,064.57","217,327.11","254,225.49","273,587.53","273,603.02","207,121.63","198,029.45","227,348.97","264,172.06","276,196.90","201,775.24","299,783.13","410,169.90","397,185.34","404,824.95","415,085.95","429,963.80","449,094.87",2021
433,IRQ,NGDPD,Iraq,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.469,18.449,25.857,18.936,18.97,15.8,36.642,50.065,65.144,88.833,131.614,111.66,138.517,185.75,218.032,234.638,234.651,177.634,167.798,192.343,223.496,233.669,169.444,206.747,282.876,273.921,279.19,286.266,296.527,309.721,2021
433,IRQ,PPPGDP,Iraq,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,79.244,100.251,98.072,93.694,87.735,162.639,256.161,268.62,292.521,306.1,337.64,351.286,378.271,415.269,483.559,515.106,490.962,369.519,347.125,405.43,434.638,468.122,399.376,447.904,524.21,564.362,590.493,614,640.045,669.746,2021
433,IRQ,NGDP_D,Iraq,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,47.734,82.084,117.701,92.209,101.638,45.166,52.271,71.012,87.383,100,130.175,104.763,122.14,152.296,156.362,156.345,155.207,114.588,95.103,113.025,125.432,123.939,107.408,148.203,185.576,172.863,171.924,172.684,174.861,177.92,2021
433,IRQ,NGDPRPC,Iraq,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"2,557,758.57","3,818,213.77","3,782,417.11","3,897,861.00","3,877,987.83","4,098,784.17","4,134,271.30","4,285,427.30","4,493,077.05","4,990,683.59","5,236,486.89","5,036,642.03","5,133,219.81","5,757,038.31","5,416,050.20","5,524,313.68","5,697,203.58","4,680,957.80","4,912,571.16","5,231,824.08","5,300,949.03","5,294,743.29","5,268,100.97","5,252,413.51","5,255,178.32",2013
433,IRQ,NGDPRPPPPC,Iraq,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"5,155.32","7,695.85","7,623.70","7,856.39","7,816.33","8,261.36","8,332.89","8,637.55","9,056.08","10,059.04","10,554.47","10,151.67","10,346.33","11,603.67","10,916.39","11,134.60","11,483.07","9,434.77","9,901.60","10,545.07","10,684.40","10,671.89","10,618.19","10,586.57","10,592.14",2013
433,IRQ,NGDPPC,Iraq,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"1,155,226.29","1,995,811.83","2,685,958.20","3,406,058.70","3,877,987.83","5,335,609.04","4,331,178.10","5,234,241.22","6,842,788.75","7,803,544.10","8,186,959.70","7,817,229.15","5,882,031.64","5,475,096.76","6,121,484.05","6,929,251.91","7,061,076.25","5,027,737.75","7,280,556.52","9,708,984.58","9,163,383.60","9,102,958.71","9,097,163.03","9,184,435.52","9,349,993.51",2013
433,IRQ,NGDPDPC,Iraq,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,608.655,"1,373.74","1,828.74","2,321.26","3,090.85","4,472.12","3,701.86","4,473.71","5,848.54","6,692.58","7,021.41","6,704.31","5,044.62","4,639.26","5,178.92","5,862.31","5,973.84","4,222.11","5,021.07","6,695.85","6,319.58","6,277.90","6,273.91","6,334.09","6,448.27",2013
433,IRQ,PPPPC,Iraq,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"6,265.09","9,603.56","9,811.86","10,423.33","10,650.44","11,472.70","11,646.19","12,217.10","13,075.22","14,843.03","15,414.28","14,027.48","10,493.95","9,597.27","10,916.39","11,400.59","11,967.72","9,951.46","10,877.83","12,408.39","13,020.28","13,277.91","13,456.63","13,671.98","13,943.87",2013
433,IRQ,NGAP_NPGDP,Iraq,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,IRQ,PPPSH,Iraq,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.176,0.213,0.194,0.177,0.159,0.278,0.404,0.393,0.394,0.381,0.4,0.415,0.42,0.434,0.48,0.488,0.448,0.33,0.299,0.331,0.335,0.345,0.3,0.306,0.324,0.328,0.326,0.322,0.319,0.317,2021
433,IRQ,PPPEX,Iraq,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,214.014,362.911,508.854,389.863,423.133,184.391,207.82,273.746,326.772,364.115,465.07,371.896,428.436,523.34,525.738,531.128,557.279,560.517,570.485,560.761,607.798,590.01,505.226,669.303,782.454,703.778,685.572,676.036,671.771,670.545,2021
433,IRQ,NID_NGDP,Iraq,Total investment,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,IRQ,NGSD_NGDP,Iraq,Gross national savings,Percent of GDP,,Source: National Statistics Office Latest actual data: 2021 National accounts manual used: Other GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2007. Base year rebased from 1988 to 2007 in end-2014. Chain-weighted: No Primary domestic currency: Iraqi dinar  Data last updated: 09/2022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.947,30.788,25.332,18.712,34.799,10.578,23.736,32.979,27.158,28.331,28.565,18.571,13.642,11.942,16.082,15.433,6.126,22.115,32.248,29.108,25.561,23.139,21.312,20.229,2021
433,IRQ,LUR,Iraq,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,IRQ,LE,Iraq,Employment,Persons,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,IRQ,LP,Iraq,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2013 Primary domestic currency: Iraqi dinar  Data last updated: 09/2022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,25.96,26.674,27.377,28.064,28.741,29.43,30.163,30.962,31.76,32.578,33.417,35,35.213,36.169,37.14,38.124,39.115,40.132,41.176,42.246,43.345,44.472,45.628,46.814,48.032,2013
433,IRQ,GGR,Iraq,General government revenue,National currency,Billions,Source: Ministry of Finance or Treasury Latest actual data: 2021 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Cash General government includes: Central Government; Valuation of public debt: Current market value Instruments included in gross and net debt: Securities Other than Shares;Loans;Other Accounts Receivable/Payable;Other Primary domestic currency: Iraqi dinar  Data last updated: 09/2022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"29,839.49","49,468.98","58,346.61","60,141.32","88,560.65","60,330.97","73,571.55","104,563.99","119,449.32","115,417.55","104,385.70","63,450.14","55,497.78","76,317.73","105,599.45","99,268.70","63,166.24","105,543.46","181,090.77","178,661.42","170,822.11","166,813.91","165,385.02","167,492.03",2021
433,IRQ,GGR_NGDP,Iraq,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,56.052,67.274,61.04,53.96,56.399,46.18,45.396,48.114,46.986,42.187,38.152,30.634,28.025,33.569,39.974,35.941,31.305,35.207,44.15,44.982,42.197,40.188,38.465,37.295,2021
433,IRQ,BCA,Iraq,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2021 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6) Primary domestic currency: Iraqi dinar  Data last updated: 09/2022",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.414,-0.386,-1.683,-8.811,4.35,2.106,-3.01,16.714,-12.865,2.267,20.208,11.027,2.681,6.106,-11.307,-12.467,-9.034,6.735,0.836,-18.34,16.184,46.121,35.487,25.91,19.205,14.305,11.991,2021
433,IRQ,BCA_NGDPD,Iraq,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.186,-2.036,-10.652,-24.047,8.688,3.232,-3.388,12.699,-11.522,1.636,10.879,5.058,1.143,2.602,-6.365,-7.43,-4.697,3.014,0.358,-10.824,7.828,16.304,12.955,9.28,6.709,4.824,3.872,2021
178,IRL,NGDP_R,Ireland,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2021 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",57.553,58.998,59.88,59.443,61.348,62.543,62.808,65.095,67.046,70.81,76.27,77.522,80.297,82.155,86.997,95.343,104.012,115.19,125.288,138.482,151.503,159.543,168.954,174.046,185.861,196.529,206.331,217.288,207.544,196.968,200.283,201.953,201.941,204.215,221.877,275.951,281.488,306.837,333.003,351.122,372.836,423.498,461.613,480.077,499.326,514.458,529.951,545.904,2021
178,IRL,NGDP_RPCH,Ireland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",2.898,2.512,1.495,-0.729,3.204,1.947,0.424,3.641,2.998,5.614,7.711,1.642,3.579,2.314,5.894,9.593,9.092,10.747,8.766,10.531,9.403,5.307,5.899,3.014,6.788,5.74,4.988,5.31,-4.484,-5.096,1.683,0.834,-0.006,1.126,8.649,24.371,2.007,9.005,8.528,5.441,6.184,13.588,9,4,4.01,3.03,3.012,3.01,2021
178,IRL,NGDP,Ireland,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2021 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",13.219,16.04,19.028,20.973,23.228,25.232,26.877,28.724,30.684,34.037,36.905,38.399,40.898,44.049,47.345,54.839,60.235,69.4,80.431,92.791,108.496,122.089,135.998,145.577,156.259,170.306,184.916,197.07,187.283,169.519,167.392,171.702,175.615,179.457,195.085,262.976,270.206,297.763,326.631,356.705,372.836,426.283,491.761,535.698,578.142,610.192,644.532,679.809,2021
178,IRL,NGDPD,Ireland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",21.425,20.423,21.313,20.618,19.883,21.168,28.516,33.66,36.875,38.03,48.199,48.84,54.911,51.364,55.843,69.26,75.928,82.957,90.305,98.993,100.253,109.347,128.505,164.63,194.283,211.993,232.193,270.112,275.417,236.185,222.096,238.959,225.771,238.344,259.237,291.805,299.009,336.259,385.911,399.366,425.511,504.517,519.776,549.088,594.177,630.818,670.652,712.041,2021
178,IRL,PPPGDP,Ireland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",25.325,28.418,30.625,31.592,33.781,35.528,36.397,38.655,41.218,45.239,50.551,53.118,56.273,58.94,63.747,71.327,79.237,89.266,98.184,110.053,123.129,132.584,142.593,149.79,164.252,179.126,193.863,209.676,204.113,194.954,200.618,206.493,213.365,221.216,238.187,324.875,340.152,376.392,418.247,448.894,482.398,570.717,666.309,717.651,762.087,799.775,839.545,881.552,2021
178,IRL,NGDP_D,Ireland,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",22.969,27.187,31.778,35.283,37.862,40.343,42.792,44.126,45.765,48.068,48.386,49.532,50.934,53.617,54.421,57.518,57.911,60.248,64.197,67.006,71.613,76.524,80.494,83.643,84.073,86.657,89.621,90.695,90.238,86.064,83.578,85.021,86.964,87.877,87.925,95.298,95.992,97.043,98.087,101.59,100,100.658,106.531,111.586,115.785,118.609,121.621,124.529,2021
178,IRL,NGDPRPC,Ireland,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","16,794.62","17,004.55","17,077.18","16,836.49","17,252.92","17,534.26","17,605.60","18,216.24","18,846.32","20,024.63","21,591.41","21,821.96","22,419.94","22,812.96","24,078.01","26,275.00","28,467.83","31,198.67","33,578.11","36,698.65","39,573.04","41,028.60","42,706.24","43,281.78","45,335.05","46,794.40","47,753.40","48,885.67","45,959.72","43,318.52","43,845.46","44,050.20","43,854.27","44,101.77","47,537.50","58,539.48","58,995.83","63,588.02","68,159.27","70,942.62","74,674.88","84,049.89","90,779.22","93,549.60","96,413.52","98,429.77","100,469.75","102,550.65",2021
178,IRL,NGDPRPPPPC,Ireland,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","20,601.68","20,859.19","20,948.28","20,653.04","21,163.86","21,508.98","21,596.49","22,345.54","23,118.46","24,563.87","26,485.81","26,768.63","27,502.16","27,984.26","29,536.09","32,231.09","34,920.99","38,270.87","41,189.70","45,017.61","48,543.57","50,329.08","52,387.01","53,093.02","55,611.73","57,401.89","58,578.28","59,967.21","56,378.00","53,138.08","53,784.48","54,035.63","53,795.28","54,098.88","58,313.44","71,809.37","72,369.18","78,002.33","83,609.80","87,024.10","91,602.40","103,102.56","111,357.31","114,755.69","118,268.81","120,742.11","123,244.52","125,797.13",2021
178,IRL,NGDPPC,Ireland,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","3,857.51","4,623.09","5,426.71","5,940.44","6,532.27","7,073.82","7,533.75","8,038.10","8,625.08","9,625.53","10,447.32","10,808.94","11,419.33","12,231.57","13,103.61","15,112.74","16,486.13","18,796.66","21,556.11","24,590.23","28,339.48","31,396.81","34,376.00","36,202.11","38,114.55","40,550.59","42,797.10","44,337.00","41,473.01","37,281.75","36,645.05","37,451.82","38,137.21","38,755.09","41,797.27","55,787.00","56,631.29","61,707.55","66,855.04","72,070.64","74,674.88","84,602.62","96,708.14","104,388.26","111,631.97","116,746.45","122,192.37","127,705.45",2021
178,IRL,NGDPDPC,Ireland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,252.21","5,886.37","6,078.14","5,839.83","5,591.81","5,934.55","7,993.15","9,419.51","10,365.28","10,754.62","13,644.79","13,748.20","15,331.89","14,262.80","15,455.35","19,086.80","20,781.39","22,468.61","24,202.50","26,233.71","26,186.26","28,120.10","32,482.08","40,940.14","47,389.26","50,476.48","53,738.84","60,770.05","60,989.98","51,943.47","48,620.63","52,122.09","49,029.29","51,472.09","55,542.02","61,902.66","62,668.05","69,685.26","78,988.57","80,690.15","85,225.09","100,129.45","102,217.44","106,997.40","114,728.20","120,692.71","127,144.26","133,760.41",2021
178,IRL,PPPPC,Ireland,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","7,390.32","8,190.61","8,733.85","8,947.96","9,500.21","9,960.42","10,202.31","10,817.27","11,586.07","12,793.20","14,310.39","14,952.36","15,712.18","16,366.52","17,643.08","19,656.60","21,687.05","24,177.24","26,314.07","29,164.77","32,161.57","34,095.76","36,043.05","37,249.77","40,064.24","42,650.76","44,867.88","47,173.01","45,200.04","42,875.53","43,918.72","45,040.58","46,335.18","47,773.36","51,031.95","68,918.00","71,290.91","78,002.33","85,607.10","90,696.95","96,618.95","113,267.77","131,034.14","139,844.18","147,149.47","153,018.71","159,163.57","165,603.81",2021
178,IRL,NGAP_NPGDP,Ireland,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",10.967,11.032,10.892,9.863,6.464,6.9,5.959,3.368,3.403,2.588,3.664,6.134,2.876,1.055,-1.841,-6.744,-4.31,-2.242,0.233,0.458,2.907,1.858,0.785,1.239,0.811,2.512,4.414,5.646,2.413,-3.779,-3.876,-4.2,-4.948,-3.165,-1.2,0.5,1.9,1.532,0.907,0.375,-1.903,1.297,0.5,0,n/a,n/a,n/a,n/a,2021
178,IRL,PPPSH,Ireland,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.189,0.19,0.192,0.187,0.184,0.181,0.176,0.176,0.173,0.177,0.183,0.181,0.169,0.17,0.175,0.185,0.194,0.206,0.219,0.234,0.244,0.251,0.258,0.256,0.259,0.262,0.261,0.261,0.242,0.23,0.223,0.216,0.212,0.209,0.217,0.29,0.293,0.308,0.322,0.331,0.363,0.389,0.412,0.417,0.421,0.42,0.418,0.418,2021
178,IRL,PPPEX,Ireland,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.522,0.564,0.621,0.664,0.688,0.71,0.738,0.743,0.744,0.752,0.73,0.723,0.727,0.747,0.743,0.769,0.76,0.777,0.819,0.843,0.881,0.921,0.954,0.972,0.951,0.951,0.954,0.94,0.918,0.87,0.834,0.832,0.823,0.811,0.819,0.809,0.794,0.791,0.781,0.795,0.773,0.747,0.738,0.746,0.759,0.763,0.768,0.771,2021
178,IRL,NID_NGDP,Ireland,Total investment,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2021 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",28.242,29.237,27.702,24.116,22.816,20.167,19.17,17.409,16.713,19.304,22.194,20.18,17.262,16.069,17.173,18.93,20.593,22.229,24.096,24.636,24.508,24.256,24.082,25.744,27.218,30.31,31.893,29.248,24.667,20.304,17.277,17.176,20.193,18.786,22.233,25.787,37.589,34.572,28.552,54.954,43.649,24.703,24.706,24.943,24.857,25.626,26.385,27.258,2021
178,IRL,NGSD_NGDP,Ireland,Gross national savings,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2021 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2020 Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 09/2022",15.302,13.434,15.984,15.842,15.511,14.64,14.745,16.026,15.542,16.562,19.34,18.802,16.725,18.867,19.097,20.894,22.771,24.407,24.459,24.521,25.122,24.435,24.329,26.236,27.12,26.769,26.54,22.738,18.412,15.637,15.989,15.479,16.814,20.339,23.307,30.181,33.379,35.062,33.453,35.114,36.807,38.933,36.922,34.752,34.354,33.944,33.492,34.335,2021
178,IRL,LUR,Ireland,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022",n/a,n/a,n/a,n/a,n/a,17.7,18.1,18.8,18.4,17.9,17.2,19,16.3,16.7,15.1,14.1,11.8,9.858,7.55,5.908,4.392,4.183,4.725,4.85,4.75,4.633,4.775,5,6.808,12.642,14.592,15.4,15.492,13.767,11.9,9.917,8.383,6.75,5.783,4.983,5.842,6.25,4.73,4.801,4.801,4.849,4.774,4.801,2021
178,IRL,LE,Ireland,Employment,Persons,Millions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2021 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2022",n/a,n/a,n/a,n/a,n/a,n/a,1.144,1.16,1.16,1.16,1.211,1.207,1.217,1.236,1.275,1.339,1.387,1.441,1.593,1.698,1.773,1.823,1.85,1.886,1.947,2.038,2.129,2.22,2.198,2.015,1.924,1.887,1.88,1.937,1.988,2.056,2.131,2.191,2.252,2.319,2.253,2.389,2.508,2.533,n/a,n/a,n/a,n/a,2021
178,IRL,LP,Ireland,Population,Persons,Millions,Source: National Statistics Office. Central Statistical Office of Ireland (CSO). Latest actual data: 2021 Primary domestic currency: Euro Data last updated: 09/2022,3.427,3.47,3.506,3.531,3.556,3.567,3.568,3.573,3.558,3.536,3.532,3.552,3.582,3.601,3.613,3.629,3.654,3.692,3.731,3.773,3.828,3.889,3.956,4.021,4.1,4.2,4.321,4.445,4.516,4.547,4.568,4.585,4.605,4.631,4.667,4.714,4.771,4.825,4.886,4.949,4.993,5.039,5.085,5.132,5.179,5.227,5.275,5.323,2021
