,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,mood
271,Various Artists,MUSIC MOST WANTED,เรื่องมหัศจรรย์,48GtZOiz6HmmxCwTQYxUuR,0.523,0.627,7,-6.696,1,0.0317,1.61e-05,0.13,0.433,176.073,245413,4,Relaxing
272,คริส พีรวัส,You’re So Beautiful,You’re So Beautiful,3Vm27KP0DlEpuH1pUhTkNC,0.68,0.271,9,-11.292,1,0.03,1.98e-06,0.0907,0.381,109.068,193187,4,Relaxing
273,Folksong,ไม่แน่ใจ,ไม่แน่ใจ,3ElgiY10tRZ2ulHOpsXSWT,0.795,0.511,9,-9.002,1,0.028,1.13e-06,0.216,0.835,100.047,253200,4,Relaxing
274,Singto Numchok,เธอยังสวยเหมือนเดิม,เธอยังสวยเหมือนเดิม,4jVbjYyQW3gLi7wCS3timQ,0.602,0.165,2,-13.665,1,0.0583,0.000232,0.103,0.384,151.91,184737,4,Relaxing
275,Various Artists,MUSIC MOST WANTED,Love,01napNl8RUGM6nCmdjNMMK,0.702,0.445,4,-10.226,0,0.0302,0.000902,0.106,0.477,126.062,207067,4,Relaxing
276,Lula,JOY,ฝากไว้ในใจเธอ,51vwq5EIkM6jPRtqXkHNtN,0.708,0.676,4,-8.167,1,0.0297,3.99e-05,0.109,0.653,95.008,228880,4,Relaxing
277,SAMMii,ทานตะวัน,ทานตะวัน,14XflgBXFaxeigAvhzGkIW,0.725,0.242,2,-13.404,1,0.0307,0,0.0922,0.381,106.913,207336,3,Relaxing
278,NANA,ไม่ชิน (Acoustic Version),ไม่ชิน - Acoustic Version,786E3hn5f40oQr0vXXBAEv,0.739,0.303,3,-7.591,1,0.0453,0,0.11,0.682,88.005,233224,4,Relaxing
279,First Anuwat,ไม่พูดดีกว่า (First Anuwat Version.),ไม่พูดดีกว่า - First Anuwat Version.,4xjhnk86Fty5dPQinb73av,0.637,0.125,7,-12.614,1,0.0395,0,0.0869,0.682,129.555,150416,4,Relaxing
280,Bell Supol,เบล สุพล,กอดตัวเอง - Acoustic Version,5e2kHe2E8fK4Myaw67MEh9,0.699,0.538,1,-8.278,1,0.0577,8.28e-05,0.102,0.774,91.466,216493,4,Relaxing
281,Big Ass,ลายนิ้วมือ,สวัสดีตอนเช้า,5eLQ4Zt8llx1Hw4ONqaOH3,0.665,0.279,2,-10.577,1,0.048,1.18e-05,0.144,0.552,179.644,206119,4,Relaxing
282,พัด Vorapat,วิวโปรดของฉันคือเธอ (Acoustic Ver.),วิวโปรดของฉันคือเธอ - Acoustic Ver.,51HfTWAYRorpFgfkIz45GW,0.711,0.236,11,-14.614,1,0.0582,0,0.114,0.604,94.96,149053,4,Relaxing
283,ACTART,ทำไมทำไม (Why?) Acoustic Version,ทำไมทำไม (Why?) Acoustic Version,2K2tufC8bfG7RVvoIOYI9Z,0.64,0.587,3,-7.926,1,0.0271,0.000274,0.115,0.288,91.03,283516,4,Relaxing
284,เต้ ดาวิชญ์ กรีพลฤกษ์,ใช่หรือเปล่า,ใช่หรือเปล่า,2SoropeYCGbI2G2yYF57gG,0.72,0.478,9,-10.078,1,0.0307,1.56e-05,0.0902,0.813,91.975,268206,4,Relaxing
285,ไดโนเศร้า,Latte,Latte,3d7DPOAK4BMw438qjto1A4,0.767,0.431,8,-8.189,1,0.0293,3.07e-06,0.243,0.503,90.986,250356,4,Relaxing
286,tinn,หนึ่งปีมีครั้ง (Once a year),หนึ่งปีมีครั้ง (Once a year),7ArUJOkaBRXBAcXjA6874t,0.328,0.325,7,-10.431,1,0.0566,8.66e-06,0.381,0.241,183.282,208696,3,Relaxing
287,Monday,เพลงของเธอ,เพลงของเธอ,7qCr3Rho3baomkIaFe9IPg,0.871,0.241,5,-9.091,1,0.0504,0,0.108,0.639,95.006,179015,4,Relaxing
288,JIXGO,ใจฟูทุกครั้งที่มองหน้าเธอ (Acoustic Ver.),ใจฟูทุกครั้งที่มองหน้าเธอ - Acoustic Ver.,0UXc3YgF9Wj9jRkgoeGCjN,0.515,0.241,3,-12.296,1,0.114,0,0.204,0.72,179.649,147667,4,Relaxing
289,Atip,สามฤดู,สามฤดู,0wjdbi2kW1Tf3T8KibW4FH,0.409,0.36,4,-8.153,1,0.0394,0,0.137,0.395,170.912,305152,4,Relaxing
290,SIN,พร้อม (Acoustic Version),พร้อม - Acoustic,0F7jE0agpramWwK5GtRCBh,0.472,0.226,8,-10.689,1,0.034,0,0.103,0.612,159.769,279640,4,Relaxing
291,GrandBrother,เธอคนนี้ (Your song),เธอคนนี้ (Your song),6zkMnTIdcsRrMRt7KuuciR,0.783,0.353,6,-9.891,1,0.0296,0.00123,0.111,0.672,97.981,252245,4,Relaxing
292,ONEONE,รักษาได้เปล่า(BOXX FROM HOME),รักษาได้เปล่า(BOXX FROM HOME),4YfzlxgGbFZyoVYsCHO5Ey,0.797,0.555,4,-8.481,1,0.0482,0,0.149,0.882,105.066,203429,4,Relaxing
293,พัด Vorapat,ตั้งใจรัก (Acoustic Ver.),ตั้งใจรัก - Acoustic Ver.,43071GPd3StZMsNYfEA21T,0.405,0.183,3,-12.039,1,0.0325,0,0.184,0.41,173.504,164352,3,Relaxing
294,POKMINDSET,มีแต่เธอในหัวใจ,มีแต่เธอในหัวใจ,7elFEeLgMHSedHI8IR9hdL,0.728,0.55,2,-8.254,1,0.0924,0,0.102,0.713,84.964,195096,4,Relaxing
295,First Anuwat,นะครับ (ได้ไหม) (First Anuwat Version),นะครับ (ได้ไหม) (First Anuwat Version),2WRx6aHk3P8xV0gq7pz3SW,0.722,0.135,10,-15.461,1,0.0521,0,0.153,0.283,94.887,205895,4,Relaxing
296,ตงตง กฤษกร,You...My Best,You...My Best,5T3GoE2JXP5Pco7v5619tP,0.787,0.415,0,-8.513,1,0.0449,0,0.316,0.465,93.006,259858,4,Relaxing
297,สุดเขต จึงเจริญ,ใครไหวไปก่อนเลย,ใครไหวไปก่อนเลย,7pj0DxxeTKFkoOyjBVxZCv,0.649,0.449,7,-7.828,1,0.0359,0,0.3,0.7,97.751,202653,4,Relaxing
298,The Glass Girls,คุณความรัก,คุณความรัก - Eiw,7DMRY0GjesFslp8vBXXSt8,0.549,0.295,9,-8.158,1,0.0447,1.72e-06,0.1,0.566,169.384,237882,4,Relaxing
299,DoubleBam,น่ารักกว่าเธอตอนนี้ (ก็คือเธอในวินาทีถัดไป) [Acoustic Ver.],น่ารักกว่าเธอตอนนี้ (ก็คือเธอในวินาทีถัดไป) - Acoustic Ver.,5qjqwE3fzLfdXwx2Ok2eK4,0.676,0.227,0,-10.517,1,0.0359,2.87e-06,0.0777,0.311,96.993,142887,4,Relaxing
300,Ray LaMontagne,I Was Born To Love You,I Was Born To Love You,3PG6V5yuFfo4APiovOQoRv,0.65,0.271,9,-11.081,1,0.0314,6.9e-05,0.196,0.21,78.036,265843,4,Relaxing
301,AHI,Until You,Until You,7iH6cflAGYwR82sNMZiGuq,0.722,0.484,9,-10.175,1,0.0611,3.42e-06,0.108,0.44,139.88,198653,4,Relaxing
302,Hozier,Nina Cried Power - EP,Shrike,5uIYONgpUQ7t0v7D6CTMBt,0.387,0.278,7,-8.454,0,0.0318,0.00527,0.102,0.0632,153.426,300707,3,Relaxing
303,Joy Oladokun,in defense of my own happiness,jordan,2BGyfq5k9xGO9019bUsYFk,0.347,0.315,4,-9.792,1,0.0337,3.53e-06,0.0966,0.171,96.079,241200,4,Relaxing
304,Mipso,Edges Run,People Change,5VYOUBkObeGOnCt30YDTJ3,0.373,0.276,7,-14.945,1,0.0357,0.0124,0.122,0.409,79.204,212853,4,Relaxing
305,SYML,You and I,You and I,7rsTP6MbfJqXT11RiDDo5a,0.725,0.273,5,-10.261,1,0.0273,0.0,0.0925,0.436,99.921,193133,4,Relaxing
306,The Milk Carton Kids,Prologue,Michigan,6RGGOBfNQLOvQhyl1oG2oD,0.539,0.241,10,-14.65,1,0.0349,0.00413,0.109,0.203,122.115,330773,4,Relaxing
307,Leon Bridges,Coming Home (Deluxe),River,3hhbDnFUb2bicI2df6VurK,0.635,0.184,8,-10.785,1,0.0456,0.0,0.146,0.177,128.424,240200,4,Relaxing
308,Jill Andrews,Thirties,Sorry Now,2I0t9apRfrVbkxr8Fym2yf,0.674,0.355,8,-11.398,1,0.0496,0.000571,0.109,0.24,75.07,192160,4,Relaxing
309,Paolo Nutini,Last Night In The Bittersweet,Through The Echoes,78NogwkqVC4GBQMxOwOQrC,0.73,0.487,7,-7.679,1,0.0399,3.49e-05,0.135,0.314,104.933,221245,4,Relaxing
310,Jason Isbell and the 400 Unit,The Nashville Sound,If We Were Vampires,250RLekaiL1q9qZer975Eg,0.629,0.208,5,-16.225,1,0.0324,3.7e-06,0.107,0.685,96.609,215564,4,Relaxing
311,Ocie Elliott,What Remains,Miles Are Wide,7CGfeNaZoVLJRBKB15B1jK,0.77,0.226,2,-9.136,1,0.0314,3.54e-05,0.0991,0.222,117.949,234028,4,Relaxing
312,The Staves,Nothing's Gonna Happen (Demo),Nothing's Gonna Happen (Demo),4UZOq2XyfLk3Yl5ip4fwm7,0.35,0.241,2,-11.74,1,0.0308,0.000392,0.108,0.245,151.332,236451,4,Relaxing
313,Donovan Woods,"Hard Settle, Ain't Troubled","Portland, Maine",12niARgkwxGsklcEwh6GlG,0.606,0.349,4,-13.967,1,0.0319,0.306,0.112,0.156,80.071,203870,4,Relaxing
314,Joy Williams,Front Porch,Front Porch,5sVyefkGgQeYCgnqr4KslQ,0.567,0.224,1,-10.024,1,0.0299,0.0,0.109,0.2,124.44,231813,4,Relaxing
315,The Paper Kites,Roses,For All You Give,6LLb6rVMgQnGNZwwHSxTzn,0.499,0.142,11,-17.142,0,0.0387,0.0029,0.109,0.354,138.726,191235,4,Relaxing
316,Gregory Alan Isakov,This Empty Northern Hemisphere,"If I Go, I'm Goin",1vqtj4c5aNPKkLS2LXkd4E,0.509,0.0648,3,-17.293,1,0.0339,0.0282,0.11,0.192,113.742,267160,4,Relaxing
317,Richy Mitch & The Coal Miners,Laramee,Laramee,0Ho55XknDOdL8IK2ghGjB2,0.588,0.203,1,-12.396,1,0.0341,2.05e-05,0.132,0.206,114.659,241860,3,Relaxing
318,Shannon Lay,Living Water,Recording 15,1vNfYCzcCJz0FY7MVVA9lM,0.552,0.126,11,-18.014,1,0.0306,0.0153,0.109,0.439,92.441,242000,4,Relaxing
319,William Fitzsimmons,Acoustic Sessions,Fortune - Acoustic,2M1bgJpUPjfKhHLIIfzGtX,0.529,0.0546,1,-23.684,1,0.0364,0.0428,0.108,0.517,78.451,228013,4,Relaxing
320,Dan Auerbach,Waiting on a Song,Never in My Wildest Dreams,3MJov5mT64K42o1Rffhblq,0.559,0.466,5,-6.769,1,0.0362,0.0039,0.0933,0.623,117.21,176027,4,Relaxing
321,Valerie June,You And I (Moon And Stars / Acoustic),You And I - Moon And Stars / Acoustic,5E87q3c0yZ5n5m2Fuq2RMZ,0.41,0.461,7,-8.908,1,0.0344,5.22e-05,0.241,0.565,153.313,200000,3,Relaxing
322,Ruston Kelly,Shape & Destroy,Brave,3MKTh8Awrh9roJe0PV9BaI,0.488,0.0796,1,-14.871,1,0.0379,1.53e-06,0.0909,0.376,163.568,193013,4,Relaxing
323,Joan Shelley,The Spur,The Spur,27ViD2ifBwYqlwzpY5LoTB,0.426,0.37,10,-10.783,1,0.0244,0.00918,0.12,0.219,155.361,232748,4,Relaxing
324,Henry Jamison,Gloria Duplex,Ether Garden,6WsgELUOvr9rf3XWolZYjc,0.603,0.197,1,-15.243,1,0.0295,0.000892,0.103,0.375,98.995,167733,4,Relaxing
325,Bonny Light Horseman,California,California,6bQgMGR0zwVYYs2WU13PKR,0.595,0.568,2,-6.251,1,0.0254,0.0252,0.161,0.396,91.345,196127,4,Relaxing
326,Avi Kaplan,All Is Well Feat. Joy Williams,All Is Well (feat. Joy Williams),4WlxchxKQJ9y0Vlqaz8h66,0.38,0.23,1,-13.624,0,0.0327,0.0182,0.153,0.235,167.532,177720,4,Relaxing
327,Ian Noe,River Fools & Mountain Saints,Tom Barrett,6YbQXUNroKs9qofA8gttor,0.389,0.457,5,-9.633,1,0.0359,5.79e-05,0.212,0.521,150.684,193080,4,Relaxing
328,Aoife O'Donovan,B61,B61,24jpjPR3hZ1VAQOWr9sd0t,0.48,0.198,1,-16.495,1,0.04,0.00275,0.12,0.162,137.863,221843,4,Relaxing
329,Caamp,Square One,Square One,5taOnvtHJUxuaqaLdMNqFd,0.685,0.25,4,-15.138,1,0.0416,0.000306,0.108,0.317,103.387,186795,4,Relaxing
330,Paris Paloma,It's Called: Freefall,It's Called: Freefall,2IRjyyiU5P9WnmXJKcnwww,0.684,0.129,6,-15.007,1,0.0518,2.1e-06,0.182,0.299,93.775,158298,4,Relaxing
331,Emily Scott Robinson,Traveling Mercies,Better With Time,526YoVXYbSRdMtJEr6UqgW,0.562,0.34,10,-7.487,1,0.0274,0.0,0.106,0.513,88.425,235787,4,Relaxing
332,Meadows,The Only Boy Awake,The Only Boy Awake,4tRt91OQSbE9eFA3RwgqSd,0.52,0.48,5,-10.288,1,0.0303,0.0344,0.107,0.405,122.086,163294,4,Relaxing
333,Lorkin O'Reilly,Twist,Twist,7rbVQAeKbC37aU45N5GOVC,0.54,0.0774,2,-19.275,1,0.0342,0.353,0.108,0.23,81.018,186158,4,Relaxing
334,Watchhouse,New Star,New Star,3PUln07oXes6xzvFFBnPO1,0.683,0.488,2,-8.733,1,0.0266,0.0554,0.13,0.424,113.387,185728,4,Relaxing
335,Hozier,Swan Upon Leda,Swan Upon Leda,3JtVtwLYCy9WXcHLQyzRnl,0.351,0.41,2,-8.66,1,0.0327,0.44,0.131,0.129,125.995,222026,4,Relaxing
336,Dead Horses,My Mother the Moon,Turntable,0Dp07EA5ybveKSUE27CuEd,0.603,0.575,0,-10.325,1,0.0285,0.00183,0.12,0.673,95.116,196173,1,Relaxing
337,The Brother Brothers,On The Road Again,On The Road Again,4Uc8xnNu2Mm1yObB0uxZI6,0.619,0.454,0,-11.243,0,0.0301,0.0162,0.0774,0.695,104.329,173969,4,Relaxing
338,Aisha Badru,The Way Back Home,The Way Back Home,3PTsvzTENG4jREGGQz9xpb,0.491,0.328,9,-16.564,1,0.0384,0.000146,0.0848,0.107,81.958,214361,4,Relaxing
339,Brandi Carlile,In These Silent Days,This Time Tomorrow,1Cu8QneXq0Hq1HJqkZDPbN,0.606,0.326,10,-10.031,1,0.0294,0.0,0.139,0.414,91.626,206267,4,Relaxing
340,Caiola,Only Real When Shared,Alaska,5HTHYYmcoqh1FrAhchKeSF,0.462,0.417,3,-8.534,1,0.0343,0.00352,0.106,0.35,101.017,225379,4,Relaxing
341,Bre Kennedy,Note to Self,Nothing Compares,4I97vwuO13zggYHu0WYE7Y,0.374,0.357,5,-8.983,1,0.0289,0.0,0.157,0.439,107.952,242267,4,Relaxing
342,Haux,All We've Known,Sister,5amf0Fkdt3Mu6cdvXhKgOq,0.453,0.0287,8,-22.37,1,0.136,0.000113,0.101,0.473,187.229,133600,3,Relaxing
343,Ken Yates,Consolation Prize,Consolation Prize,71wiJ619MbaSStsiN6XT06,0.648,0.327,4,-11.638,0,0.0273,0.00791,0.123,0.149,97.023,240787,4,Relaxing
344,Rosie Carney,Bare,Thousand (feat. Lisa Hannigan),2QlPMIhutG3WHV26Eza8u9,0.676,0.198,1,-13.91,1,0.0333,0.0132,0.104,0.125,118.004,206440,4,Relaxing
345,Humbird,Pharmakon,Pharmakon,2J2oWsC3KGoqdUMIwcMRMU,0.687,0.234,9,-12.559,1,0.029,7.72e-06,0.116,0.339,95.023,155352,4,Relaxing
346,Joshua Burnside,Higher Places,Driving Alone in the City at Night - Demo,4vvEFVjZUwxA4e3uD0gxm0,0.525,0.0717,3,-18.217,1,0.0373,1.51e-06,0.128,0.403,137.718,204000,4,Relaxing
347,Anna Mieke,Idle Mind,Warped Window,7jd2h2mIeyKpqkFsrl5EHN,0.472,0.0528,8,-16.261,1,0.0428,1.42e-05,0.113,0.193,97.12,295266,4,Relaxing
348,Darlingside,Extralife,Old Friend,5v2nPcapVA5eXClN6pSKCy,0.412,0.241,3,-13.477,1,0.0295,0.392,0.114,0.374,100.979,148200,4,Relaxing
349,Craig Cardiff,Goodnight (Go Home),Dirty Old Town,3sPpEYjRGQYV0XOjy4pYqh,0.555,0.419,0,-12.701,1,0.0457,0.00115,0.237,0.317,159.746,246453,4,Relaxing
350,1969 Collective,Fatal Line,Fatal Line,60TzCPjii0JKAQtQTENYpn,0.447,0.442,7,-9.064,1,0.0281,0.00325,0.0929,0.398,101.793,181933,4,Relaxing
351,Wild Rivers,Sidelines,Amsterdam,52BtapS0Wy7LM8R6QvJRpp,0.637,0.482,1,-9.427,1,0.0284,9.69e-05,0.0904,0.593,140.091,213920,4,Relaxing
352,Tré Burt,Sweet Misery,Sweet Misery,7bg9GsxzCq4pj0wjmCz4Ke,0.614,0.546,2,-6.858,1,0.0296,2.38e-06,0.0957,0.435,87.353,189329,4,Relaxing
353,Selena Gomez,13 Reasons Why (Season 2),The Night We Met (feat. Phoebe Bridgers),0jZO7p0nBUi9VHedWUBS9l,0.424,0.437,2,-8.588,1,0.0355,0.336,0.664,0.131,174.127,208173,3,Relaxing
354,Big Thief,Dragon New Warm Mountain I Believe In You,Change,3HFBqhotJeEKHJzMEW31jZ,0.633,0.161,10,-12.892,1,0.0613,9.9e-05,0.263,0.546,132.57,295454,4,Relaxing
355,Patrick Watson,Lost With You,Lost With You,4ZJXI6GhniCI0kSuin51lF,0.373,0.157,4,-16.714,0,0.0331,0.0103,0.0837,0.319,77.483,175644,4,Relaxing
356,Andrea von Kampen,That Spell,Take Back Thy Gift,3ugct54al0lscnP8yZhE4C,0.493,0.206,1,-11.222,0,0.0276,8.51e-05,0.111,0.347,90.981,193333,4,Relaxing
357,Old Sea Brigade,Call Me When You Land,Call Me When You Land,24AlaGqIZd2nUspgzc2ph1,0.688,0.485,5,-10.166,1,0.031,0.0446,0.44,0.581,116.004,287623,4,Relaxing
358,Peter Bradley Adams,My Arms Were Always Around You,My Arms Were Always Around You,02a2RQEICEzbdPPYh0aLnJ,0.643,0.436,1,-12.245,1,0.0273,0.459,0.11,0.422,91.485,200800,4,Relaxing
359,Villagers,Spotify Sessions,Nothing Arrived - Live from Spotify London,0TQ8ZHFhrbH9I0WRjIzOCQ,0.579,0.415,7,-11.599,1,0.0397,0.0018,0.671,0.42,102.713,219093,4,Relaxing
360,Anaïs Mitchell,Anaïs Mitchell,Bright Star,2MzJjyG6MWkAY8wQIfDMSZ,0.712,0.348,1,-8.808,1,0.0402,0.000206,0.107,0.321,99.144,190587,4,Relaxing
361,Joshua Burnside,Into the Depths of Hell,Whiskey Whiskey,0c1rlIZao3TFvRWKBig16H,0.437,0.262,2,-13.024,1,0.0319,0.0401,0.0999,0.29,110.77,171577,4,Relaxing
362,Leif Vollebekk,Long Blue Light,Long Blue Light,3gaH1EhTC53WZeFRj3hGtp,0.552,0.485,9,-9.111,1,0.0332,0.106,0.164,0.51,71.548,200173,4,Relaxing
363,John Moreland,Birds in the Ceiling,Lion's Den,4P1ldMqrKRYkMIJ0cSJBgY,0.714,0.454,7,-9.914,1,0.0462,0.000836,0.0882,0.923,141.134,219997,5,Relaxing
364,Sunny War,Simple Syrup,Lucid Lucy,6Xw7qv0H03e7bPBIH6tMQQ,0.458,0.0757,2,-17.542,1,0.0394,3.42e-06,0.107,0.356,142.188,217813,4,Relaxing
365,Joy Williams,Front Porch,The Trouble with Wanting,5ZUObJNpVt2l9GogUSfALc,0.396,0.198,2,-9.096,1,0.031,0.0,0.0972,0.19,138.624,235587,3,Relaxing
366,The Avett Brothers,The Third Gleam,Victory,1oqnATF6AFH93dCBrDqBTP,0.622,0.191,10,-11.141,1,0.0299,0.00602,0.106,0.293,134.853,233333,4,Relaxing
367,Caroline Spence,True North,True North,5vvuajXbTuucQDpcwvKKye,0.633,0.247,1,-12.315,1,0.0295,6.89e-06,0.117,0.289,141.928,137293,4,Relaxing
368,Matt Hartke,London's Song,London's Song,1Mk9ou2m6hsEZJYuNRJFpO,0.562,0.266,4,-14.852,1,0.0409,0.000626,0.0983,0.493,88.968,178573,4,Relaxing
369,Austin Basham,You and Me for Now,All Is Well,3KAQ4xe2sR6IiltZw8HSA5,0.316,0.413,11,-12.216,1,0.0334,0.00245,0.143,0.245,155.69,256680,4,Relaxing
370,John Smith,The Fray,Eye to Eye (feat. Sarah Jarosz),2Sid8tsyv4YOmlH3FL1UOz,0.8,0.382,3,-10.219,1,0.0277,0.00077,0.0855,0.524,111.944,231264,4,Relaxing
371,Old Sea Brigade,Old Sea Brigade,Love Brought Weight,66deoxrDAEK7Qg1p0Vioxe,0.366,0.327,7,-15.603,1,0.0344,0.363,0.0759,0.066,116.66,185747,4,Relaxing
372,Fenne Lily,BREECH (acoustic),"I, Nietzsche - acoustic",377AoKp62nOZLYwAEaU9yE,0.569,0.267,8,-13.872,1,0.0453,0.000657,0.216,0.83,171.056,154731,4,Relaxing
373,Kina Grannis,In the Waiting,For Now,0c99BUd87HQfzgUUQqRyds,0.394,0.249,5,-10.484,1,0.0396,0.0,0.115,0.329,79.549,198404,4,Relaxing
374,Harrison Storm,Sense of Home,Sense of Home,6oImxt6z8HDS56epRgOi0I,0.564,0.207,3,-10.926,1,0.032,1.8e-06,0.102,0.0898,139.933,265840,4,Relaxing
375,Passenger,Simple Song,Simple Song,1Ne8Bps9vPxCmmSetoJSBd,0.631,0.402,5,-11.125,1,0.0286,0.0114,0.0892,0.598,78.0,228480,4,Relaxing
376,Lizzy McAlpine,five seconds flat,ceilings,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.00194,0.215,0.261,148.005,182888,3,Relaxing
377,Henry Jamison,I Forget Myself (feat. Darlingside),I Forget Myself (feat. Darlingside),1Exrzr80BmEOw2rMcRnjwh,0.58,0.193,9,-12.144,1,0.0285,0.00375,0.0788,0.339,141.938,212147,4,Relaxing
378,Lisa Hannigan,At Swim,Fall,6C7oqaJSqSG84MScfmW310,0.467,0.22,3,-12.636,1,0.0327,0.00613,0.11,0.332,119.188,179827,4,Relaxing
379,Marc Scibilia,Good Times,Good Times,3RTmrJZfsMRAroB5xI2c0S,0.642,0.53,1,-10.205,1,0.0423,0.000439,0.103,0.229,111.701,147267,4,Relaxing
380,Bahamas,Sad Hunk,Half Your Love,0ut7f4KB9sZQ8uhA4HyOMt,0.73,0.249,9,-9.888,0,0.0344,0.0,0.096,0.332,132.007,144187,4,Relaxing
381,Rose Cousins,Bravado,The Swimmer (To Be an Old Man),7LEGwwvRtilCPvNrHxxRGw,0.354,0.262,2,-11.762,0,0.0282,0.00315,0.121,0.177,87.72,247631,3,Relaxing
382,Mick Flannery,Mick Flannery,I'll Be out Here,7tkOm1ZNcIg4lKu0XCQgCq,0.576,0.302,7,-12.437,0,0.0424,2.42e-05,0.113,0.224,76.033,202677,4,Relaxing
383,The Paper Kites,On the Train Ride Home,Arms,4EXvl9cypQrKVYwabqd1EY,0.41,0.141,2,-18.564,1,0.0337,0.0898,0.118,0.239,149.884,203560,4,Relaxing
384,Peter Bradley Adams,Little Flower,Little Flower,6aVrVS4xjs2soPEmAa0N7L,0.425,0.273,5,-17.055,1,0.0327,0.0953,0.112,0.365,84.989,375215,4,Relaxing
385,Holly Throsby,After a Time,Aeroplane,2kipERgqD2j3zw9B4l9J6a,0.408,0.271,2,-11.92,1,0.0314,0.436,0.112,0.313,96.078,231409,4,Relaxing
386,Wild Child,Sinking Ship / Back & Forth,Sinking Ship,3pC8tUjIZPORslYYmJbJcz,0.37,0.174,4,-19.316,0,0.0377,0.0029,0.11,0.181,92.75,247493,4,Relaxing
387,John Smith,Headlong,Far Too Good,1WUHeOPayLKPMG35uBJVUj,0.825,0.324,4,-11.399,1,0.032,9.49e-05,0.115,0.553,97.019,219333,4,Relaxing
388,Down Like Silver,Broken Coastline,Broken Coastline,1DNMD4CEyX2XrFkOR4lvP1,0.588,0.0702,8,-14.083,1,0.0338,1.76e-05,0.113,0.141,128.361,209280,4,Relaxing
389,The Ballroom Thieves,Deadeye,Bees,13otFWMHR8dlJ73XnSEW8y,0.52,0.136,0,-15.263,1,0.0351,0.0,0.139,0.428,101.552,190120,4,Relaxing
390,Julie Byrne,Not Even Happiness,Follow My Voice,3yQ7OQoOtzVgBNEJ8i7Vcs,0.395,0.0774,2,-14.631,1,0.0399,3.06e-05,0.133,0.187,107.057,242387,5,Relaxing
391,Roo Panes,Nightjar and the Nightingale,Remember Fall In Montreal,7hhxzsZse96VD6lr4tullS,0.455,0.297,0,-11.952,1,0.0304,0.191,0.12,0.179,135.879,301413,4,Relaxing
392,Eddie Berman,Before the Bridge,Untamed,6uGCeKQehERWqyxICGhMwd,0.403,0.264,4,-11.396,1,0.029,0.176,0.113,0.086,90.79,238213,4,Relaxing
393,Quiet Arrows,Year of the Cartographer,Find a Way,7upud4NlWW4U4C0ngg84qU,0.698,0.1,8,-15.266,1,0.0428,0.0215,0.095,0.254,119.903,167413,4,Relaxing
394,John Paul White,Beulah,Hate The Way You Love Me,2ICMOgpboUzD1EcxkUS9qz,0.455,0.129,4,-17.769,1,0.0305,0.0,0.11,0.194,77.257,243012,4,Relaxing
395,Jake Xerxes Fussell,Good and Green Again,Love Farewell,6cvKWfzh1NTJMWXaAIVt63,0.509,0.218,8,-15.902,1,0.0348,0.842,0.115,0.37,87.204,238462,4,Relaxing
396,Abigail Lapell,Getaway,Down by the Water,4c5npp9gnwBHHyKnaqK2mD,0.632,0.0807,9,-16.066,1,0.0329,4.81e-06,0.101,0.273,93.925,175045,4,Relaxing
397,Lydia Luce,Sausalito,Sausalito,3l2wMTBa64PBV7aCPwYkEf,0.347,0.183,2,-11.149,1,0.0338,2.94e-05,0.126,0.24,149.681,222859,4,Relaxing
398,Allman Brown,Sweetest Thing,Sweetest Thing,696vpg0aBvBxpZAuasmg15,0.546,0.411,2,-9.308,1,0.0475,9.73e-05,0.0955,0.528,79.785,218502,4,Relaxing
399,Sumbuck,Weekend,Weekend,2TEZu0Rk7Rr6aEARBCMmhj,0.715,0.332,1,-10.84,1,0.0804,0.000325,0.0953,0.534,71.771,147000,4,Relaxing
400,Tom Odell,Long Way Down (Deluxe),Another Love,3JvKfv6T31zO0ini8iNItO,0.445,0.537,4,-8.532,0,0.04,1.65e-05,0.0944,0.131,122.769,244360,4,Sad
401,Billie Eilish,lovely (with Khalid),lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,0.351,0.296,4,-10.109,0,0.0333,0.0,0.095,0.12,115.284,200186,4,Sad
402,Conan Gray,Kid Krow,Heather,4xqrdfXkTW4T0RauPLv3WA,0.357,0.425,5,-7.301,1,0.0333,0.0,0.322,0.27,102.078,198040,3,Sad
403,Bruno Mars,Unorthodox Jukebox,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.0,0.088,0.387,72.795,213827,4,Sad
404,Sam Smith,In The Lonely Hour,I'm Not The Only One,7795WJLVKJoAyVoOtCWqXN,0.677,0.485,5,-5.795,1,0.0361,2.04e-05,0.0766,0.493,82.001,239317,4,Sad
405,Ed Sheeran,x (Deluxe Edition),Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,0.614,0.379,4,-10.48,1,0.0476,0.000464,0.0986,0.201,107.989,258987,4,Sad
406,Billie Eilish,everything i wanted,everything i wanted,3ZCTVFBt2Brf31RLEnCkWJ,0.704,0.225,6,-14.454,0,0.0994,0.657,0.106,0.243,120.006,245426,4,Sad
